Telecom Circle name,srcYear,srcMonth,Service provider,Wireless subscribers,Proportion of VLR on a peak day,Wireline subscribers,srcStateName
Tamil Nadu,2013,Nov-2013,Vodafone,217262.763263334,1.66138726437,63.25207884,Puducherry
Punjab,2013,Nov-2013,Aircel,984832.958456284,39.51565237144,,Punjab
Punjab,2013,Nov-2013,BSNL,4301666.07522975,51.47936996986,889784.999649588,Punjab
Punjab,2013,Nov-2013,Bharti,6905293.3086452,90.8993891071,88659.658762136,Punjab
Punjab,2013,Nov-2013,Idea,5579038.22810681,92.70685723348,,Punjab
Punjab,2013,Nov-2013,Quadrant,1812180.93216138,51.10640035648,197649.030450508,Punjab
Punjab,2013,Nov-2013,Reliance,2884625.40913296,91.96091800672,22930.936896476,Punjab
Punjab,2013,Nov-2013,Tata,2342505.46909406,60.7749203341,16236.610502476,Punjab
Punjab,2013,Nov-2013,Vodafone,4325993.25734555,90.72724928554,344.27964312,Punjab
Rajasthan,2013,Nov-2013,Aircel,3845338,72.59,,Rajasthan
Rajasthan,2013,Nov-2013,BSNL,5943050,45.7,845762,Rajasthan
Rajasthan,2013,Nov-2013,Bharti,15189697,95.66,36957,Rajasthan
Rajasthan,2013,Nov-2013,Idea,5605026,104.15,,Rajasthan
Rajasthan,2013,Nov-2013,Reliance,6025004,97.18,23833,Rajasthan
Rajasthan,2013,Nov-2013,Sistema,2270358,50.33,55108,Rajasthan
Rajasthan,2013,Nov-2013,Tata,2270102,72.16,8327,Rajasthan
Rajasthan,2013,Nov-2013,Vodafone,9388251,100.2,540,Rajasthan
North East,2013,Nov-2013,Aircel,31369.551964308,0.98525369736,,Sikkim
North East,2013,Nov-2013,BSNL,24498.6146478,0.68138043408,,Sikkim
North East,2013,Nov-2013,Bharti,39103.620075396,1.2932621982,,Sikkim
North East,2013,Nov-2013,Idea,4210.445525688,1.16773772904,,Sikkim
North East,2013,Nov-2013,Reliance,13632.47759034,0.96657843096,,Sikkim
North East,2013,Nov-2013,Tata,0,,0,Sikkim
North East,2013,Nov-2013,Vodafone,14314.911843024,1.20202018236,0.80036856,Sikkim
West Bengal,2013,Nov-2013,Aircel,21850.025586448,0.48029684356,,Sikkim
West Bengal,2013,Nov-2013,BSNL,19477.492852398,0.38831384376,3395.807210674,Sikkim
West Bengal,2013,Nov-2013,Bharti,65076.476807568,0.6409031317,,Sikkim
West Bengal,2013,Nov-2013,Idea,17337.749900144,0.66214524892,,Sikkim
West Bengal,2013,Nov-2013,Reliance,49511.848121914,0.62508734972,14.948891838,Sikkim
West Bengal,2013,Nov-2013,Sistema,11689.973859978,0.4714955925,,Sikkim
West Bengal,2013,Nov-2013,Tata,8746.703155874,0.28428702672,25.100109226,Sikkim
West Bengal,2013,Nov-2013,Vodafone,80558.936219228,0.65440279498,,Sikkim
Tamil Nadu,2013,Nov-2013,Aircel,21840866.704024,55.52948657697,,Tamil Nadu
Tamil Nadu,2013,Nov-2013,BSNL,9472014.17737881,47.36078355954,2246701.99077369,Tamil Nadu
Tamil Nadu,2013,Nov-2013,Bharti,13881840.8259959,94.97714627486,456105.578408235,Tamil Nadu
Tamil Nadu,2013,Nov-2013,Idea,2499568.07551541,78.49229072705,,Tamil Nadu
Tamil Nadu,2013,Nov-2013,Reliance,5915411.99942095,91.56614754195,144875.044453893,Tamil Nadu
Tamil Nadu,2013,Nov-2013,Sistema,1088021.10908727,61.48644690015,,Tamil Nadu
Tamil Nadu,2013,Nov-2013,Tata,5250124.71197431,61.46678696509,75157.965740874,Tamil Nadu
Tamil Nadu,2013,Nov-2013,Vodafone,12560459.2367367,96.04861273563,3656.74792116,Tamil Nadu
Telangana,2013,Nov-2013,Aircel,788792.559932784,55.66,,Telangana
Telangana,2013,Nov-2013,BSNL,3968913.34488989,65.46,699339.916009308,Telangana
Telangana,2013,Nov-2013,Bharti,7977665.4544903,97.53,52421.8450003835,Telangana
Telangana,2013,Nov-2013,Idea,4946149.58551688,98.58,,Telangana
Telangana,2013,Nov-2013,Reliance,2435197.87945769,95.5,36467.1365203703,Telangana
Telangana,2013,Nov-2013,Tata,2693064.73787348,71.54,69053.1966730927,Telangana
Telangana,2013,Nov-2013,Telewings,1741377.88204421,67.88,,Telangana
Telangana,2013,Nov-2013,Vodafone,2472207.98592841,91.36,2843.14295646634,Telangana
North East,2013,Nov-2013,Aircel,188754.455334277,5.92839276834,,Tripura
North East,2013,Nov-2013,BSNL,147411.17978195,4.09994994052,,Tripura
North East,2013,Nov-2013,Bharti,235291.295117249,7.78171782955,,Tripura
North East,2013,Nov-2013,Idea,25334.768976622,7.02642164826,,Tripura
North East,2013,Nov-2013,Reliance,82028.295633585,5.81602139174,,Tripura
North East,2013,Nov-2013,Tata,0,,0,Tripura
North East,2013,Nov-2013,Vodafone,86134.586530356,7.23270338959,4.81591614,Tripura
Uttar Pradesh East,2013,Nov-2013,Aircel,4763462,67.88,,Uttar Pradesh
Uttar Pradesh East,2013,Nov-2013,BSNL,10241605,45.47,745392,Uttar Pradesh
Uttar Pradesh East,2013,Nov-2013,Bharti,15728868,99.7,51958,Uttar Pradesh
Uttar Pradesh East,2013,Nov-2013,Idea,7704122,103.06,,Uttar Pradesh
Uttar Pradesh East,2013,Nov-2013,Reliance,8638537,96.17,40734,Uttar Pradesh
Uttar Pradesh East,2013,Nov-2013,Tata,4232673,58.65,14050,Uttar Pradesh
Uttar Pradesh East,2013,Nov-2013,Telewings,7658885,76.13,,Uttar Pradesh
Uttar Pradesh East,2013,Nov-2013,Vodafone,14645990,101.37,540,Uttar Pradesh
Uttar Pradesh West,2013,Nov-2013,Aircel,65929.88967185,16.15780621825,,Uttar Pradesh
Uttar Pradesh West,2013,Nov-2013,BSNL,2731461.73842662,31.7719853114,363488.424806308,Uttar Pradesh
Uttar Pradesh West,2013,Nov-2013,Bharti,3991112.23059861,54.67680818228,12816.311489302,Uttar Pradesh
Uttar Pradesh West,2013,Nov-2013,Idea,6780214.75309958,59.96811219992,,Uttar Pradesh
Uttar Pradesh West,2013,Nov-2013,Reliance,3604587.90838126,58.38555323574,3634.449346363,Uttar Pradesh
Uttar Pradesh West,2013,Nov-2013,Sistema,174997.799780663,28.76391521918,,Uttar Pradesh
Uttar Pradesh West,2013,Nov-2013,Tata,2281284.72016145,35.3357631315,5171.706050118,Uttar Pradesh
Uttar Pradesh West,2013,Nov-2013,Telewings,3151783.96304158,48.29220961305,,Uttar Pradesh
Uttar Pradesh West,2013,Nov-2013,Vodafone,5650834.83697558,61.70771900024,163.08813753,Uttar Pradesh
Uttar Pradesh West,2013,Nov-2013,Aircel,43220.11032815,10.59219378175,,Uttarakhand
Uttar Pradesh West,2013,Nov-2013,BSNL,1790600.26157338,20.8280146886,238283.575193692,Uttarakhand
Uttar Pradesh West,2013,Nov-2013,Bharti,2616359.76940139,35.84319181772,8401.688510698,Uttarakhand
Uttar Pradesh West,2013,Nov-2013,Idea,4444746.24690042,39.31188780008,,Uttarakhand
Uttar Pradesh West,2013,Nov-2013,Reliance,2362975.09161874,38.27444676426,2382.550653637,Uttarakhand
Uttar Pradesh West,2013,Nov-2013,Sistema,114719.200219337,18.85608478082,,Uttarakhand
Uttar Pradesh West,2013,Nov-2013,Tata,1495488.27983855,23.1642368685,3390.293949882,Uttarakhand
Uttar Pradesh West,2013,Nov-2013,Telewings,2066141.03695842,31.65779038695,,Uttarakhand
Uttar Pradesh West,2013,Nov-2013,Vodafone,3704385.16302442,40.45228099976,106.91186247,Uttarakhand
Kolkata,2013,Nov-2013,Aircel,2462993,74.83,,West Bengal
Kolkata,2013,Nov-2013,BSNL,2264867,33.62,861517,West Bengal
Kolkata,2013,Nov-2013,Bharti,3783565,95.27,108341,West Bengal
Kolkata,2013,Nov-2013,Idea,1208037,96.9,,West Bengal
Kolkata,2013,Nov-2013,Reliance,3908714,96.35,81584,West Bengal
Kolkata,2013,Nov-2013,Sistema,729415,99.88,,West Bengal
Kolkata,2013,Nov-2013,Tata,2803127,79.75,38213,West Bengal
Kolkata,2013,Nov-2013,Vodafone,4444964,95.77,1470,West Bengal
West Bengal,2013,Nov-2013,Aircel,3266394.55474786,71.80032756758,,West Bengal
West Bengal,2013,Nov-2013,BSNL,2911720.91957059,58.04964482868,507644.539729907,West Bengal
West Bengal,2013,Nov-2013,Bharti,9728384.46552002,95.80961318435,,West Bengal
West Bengal,2013,Nov-2013,Idea,2591847.39355799,98.98513056506,,West Bengal
West Bengal,2013,Nov-2013,Reliance,7401603.74005373,93.44528715946,2234.733259509,West Bengal
West Bengal,2013,Nov-2013,Sistema,1747552.50561628,70.48461475875,,West Bengal
West Bengal,2013,Nov-2013,Tata,1307558.35718851,42.49851298296,3752.254649543,West Bengal
West Bengal,2013,Nov-2013,Vodafone,12042881.5774922,97.82769899639,,West Bengal
West Bengal,2013,Oct-2013,Aircel,12915.231193914,0.29426087778,,Andaman and Nicobar Islands
West Bengal,2013,Oct-2013,BSNL,12175.03350623,0.24509365514,2132.904641399,Andaman and Nicobar Islands
West Bengal,2013,Oct-2013,Bharti,40122.953283042,0.40100984774,,Andaman and Nicobar Islands
West Bengal,2013,Oct-2013,Idea,11224.617068391,0.40204103949,,Andaman and Nicobar Islands
West Bengal,2013,Oct-2013,Loop,0,,,Andaman and Nicobar Islands
West Bengal,2013,Oct-2013,MTNL,0,,,Andaman and Nicobar Islands
West Bengal,2013,Oct-2013,Quadrant (HFCL),0,,,Andaman and Nicobar Islands
West Bengal,2013,Oct-2013,Reliance,30887.810333159,0.39032670121,8.942494856,Andaman and Nicobar Islands
West Bengal,2013,Oct-2013,Sistema,7386.212017366,0.2899711201,,Andaman and Nicobar Islands
West Bengal,2013,Oct-2013,Tata,5910.395133368,0.16651684379,15.641116464,Andaman and Nicobar Islands
West Bengal,2013,Oct-2013,Videocon,0,,,Andaman and Nicobar Islands
West Bengal,2013,Oct-2013,Vodafone,49526.20111201,0.41775640176,,Andaman and Nicobar Islands
Andhra Pradesh,2013,Oct-2013,Aircel,1106003.54302581,53.5,,Andhra Pradesh
Andhra Pradesh,2013,Oct-2013,BSNL,5569024.3025637,68.53,995027.583192881,Andhra Pradesh
Andhra Pradesh,2013,Oct-2013,Bharti,11204611.32114,97.15,74099.4449595917,Andhra Pradesh
Andhra Pradesh,2013,Oct-2013,Idea,7089529.76699391,96.18,,Andhra Pradesh
Andhra Pradesh,2013,Oct-2013,Loop,0,,,Andhra Pradesh
Andhra Pradesh,2013,Oct-2013,MTNL,0,,,Andhra Pradesh
Andhra Pradesh,2013,Oct-2013,Quadrant (HFCL),0,,,Andhra Pradesh
Andhra Pradesh,2013,Oct-2013,Reliance,3430495.34146204,96.13,51797.5735196545,Andhra Pradesh
Andhra Pradesh,2013,Oct-2013,Sistema,0,,,Andhra Pradesh
Andhra Pradesh,2013,Oct-2013,Tata,3780932.7222133,72.08,97840.9031388184,Andhra Pradesh
Andhra Pradesh,2013,Oct-2013,Unitech,2419776.49727129,66.7,,Andhra Pradesh
Andhra Pradesh,2013,Oct-2013,Videocon,0,,,Andhra Pradesh
Andhra Pradesh,2013,Oct-2013,Vodafone,3465387.73536124,90.41,3499.32118630218,Andhra Pradesh
North East,2013,Oct-2013,Aircel,71010.126907306,2.22437762846,,Arunachal Pradesh
North East,2013,Oct-2013,BSNL,52528.62630383,1.66480668659,,Arunachal Pradesh
North East,2013,Oct-2013,Bharti,87782.170025643,2.95444992701,,Arunachal Pradesh
North East,2013,Oct-2013,Idea,9920.488423183,2.54814882173,,Arunachal Pradesh
North East,2013,Oct-2013,Loop,0,,,Arunachal Pradesh
North East,2013,Oct-2013,MTNL,0,,,Arunachal Pradesh
North East,2013,Oct-2013,Quadrant (HFCL),0,,,Arunachal Pradesh
North East,2013,Oct-2013,Reliance,30512.880468421,2.25732913179,,Arunachal Pradesh
North East,2013,Oct-2013,Sistema,0,,,Arunachal Pradesh
North East,2013,Oct-2013,Tata,0,,0,Arunachal Pradesh
North East,2013,Oct-2013,Videocon,0,,,Arunachal Pradesh
North East,2013,Oct-2013,Vodafone,31763.949288429,2.71290633838,1.81384422,Arunachal Pradesh
Assam,2013,Oct-2013,Aircel,3624514,85.41,,Assam
Assam,2013,Oct-2013,BSNL,1253565,70.79,186361,Assam
Assam,2013,Oct-2013,Bharti,4251030,97.59,,Assam
Assam,2013,Oct-2013,Idea,497292,88.37,,Assam
Assam,2013,Oct-2013,Loop,0,,,Assam
Assam,2013,Oct-2013,MTNL,0,,,Assam
Assam,2013,Oct-2013,Quadrant (HFCL),0,,,Assam
Assam,2013,Oct-2013,Reliance,2597978,82.06,,Assam
Assam,2013,Oct-2013,Sistema,0,,,Assam
Assam,2013,Oct-2013,Tata,0,,0,Assam
Assam,2013,Oct-2013,Unitech,0,,,Assam
Assam,2013,Oct-2013,Videocon,0,,,Assam
Assam,2013,Oct-2013,Vodafone,2577140,95.7,870,Assam
North East,2013,Oct-2013,Aircel,1601408.33237504,50.16378682458,,Assam
North East,2013,Oct-2013,BSNL,1184616.66687309,37.54443789657,,Assam
North East,2013,Oct-2013,Bharti,1979648.60274829,66.62825341623,,Assam
North East,2013,Oct-2013,Idea,223725.171521709,57.46541983479,,Assam
North East,2013,Oct-2013,Loop,0,,,Assam
North East,2013,Oct-2013,Quadrant (HFCL),0,,,Assam
North East,2013,Oct-2013,Reliance,688121.302623183,50.90690353617,,Assam
North East,2013,Oct-2013,Sistema,0,,,Assam
North East,2013,Oct-2013,Tata,0,,0,Assam
North East,2013,Oct-2013,Videocon,0,,,Assam
North East,2013,Oct-2013,Vodafone,716335.194359367,61.18100339274,40.90550706,Assam
Bihar,2013,Oct-2013,Aircel,3432652.73786398,51.75828718272,,Bihar
Bihar,2013,Oct-2013,BSNL,2815793.58327386,39.72995283744,276408.693288,Bihar
Bihar,2013,Oct-2013,Bharti,15772465.5090752,72.76990405986,,Bihar
Bihar,2013,Oct-2013,Idea,4771625.80684628,74.42531876142,,Bihar
Bihar,2013,Oct-2013,Loop,0,,,Bihar
Bihar,2013,Oct-2013,MTNL,0,,,Bihar
Bihar,2013,Oct-2013,Quadrant (HFCL),0,,,Bihar
Bihar,2013,Oct-2013,Reliance,6722561.64785188,73.33942746636,4316.98742127,Bihar
Bihar,2013,Oct-2013,Sistema,0,,,Bihar
Bihar,2013,Oct-2013,Tata,2427023.99679975,35.4623241114,8087.2323723,Bihar
Bihar,2013,Oct-2013,Unitech,3365805.87723172,58.10657475384,,Bihar
Bihar,2013,Oct-2013,Videocon,0,,,Bihar
Bihar,2013,Oct-2013,Vodafone,5166596.36417036,73.68873515568,205.02842634,Bihar
Punjab,2013,Oct-2013,Aircel,36950.864416199,1.54587555647,,Chandigarh
Punjab,2013,Oct-2013,BSNL,163289.463424643,1.95699332037,33942.210026511,Chandigarh
Punjab,2013,Oct-2013,Bharti,259949.76211397,3.42573881848,3382.735172734,Chandigarh
Punjab,2013,Oct-2013,Idea,213132.362420995,3.48795221461,,Chandigarh
Punjab,2013,Oct-2013,Loop,0,,,Chandigarh
Punjab,2013,Oct-2013,MTNL,0,,,Chandigarh
Punjab,2013,Oct-2013,Quadrant (HFCL),66034.317351266,1.98173315041,7454.110791052,Chandigarh
Punjab,2013,Oct-2013,Reliance,108548.91486874,3.51887700216,882.957257707,Chandigarh
Punjab,2013,Oct-2013,Sistema,0,,,Chandigarh
Punjab,2013,Oct-2013,Tata,88996.699749201,2.3320928023,618.13192997,Chandigarh
Punjab,2013,Oct-2013,Videocon,0,,,Chandigarh
Punjab,2013,Oct-2013,Vodafone,164208.548110629,3.55234853692,13.09755708,Chandigarh
Madhya Pradesh,2013,Oct-2013,Aircel,5905.17340105,2.258610431,,Chhattisgarh
Madhya Pradesh,2013,Oct-2013,BSNL,1357984.57767582,14.5664760285,215324.937689675,Chhattisgarh
Madhya Pradesh,2013,Oct-2013,Bharti,2670277.0499988,25.53426746475,58803.755238525,Chhattisgarh
Madhya Pradesh,2013,Oct-2013,Idea,4274986.4545267,26.66357268025,,Chhattisgarh
Madhya Pradesh,2013,Oct-2013,Loop,0,,,Chhattisgarh
Madhya Pradesh,2013,Oct-2013,MTNL,0,,,Chhattisgarh
Madhya Pradesh,2013,Oct-2013,Quadrant (HFCL),0,,,Chhattisgarh
Madhya Pradesh,2013,Oct-2013,Reliance,3264714.1720776,22.6225335105,6592.12403905,Chhattisgarh
Madhya Pradesh,2013,Oct-2013,Sistema,0,,,Chhattisgarh
Madhya Pradesh,2013,Oct-2013,Tata,1029844.65104345,18.49302342525,4484.43458155,Chhattisgarh
Madhya Pradesh,2013,Oct-2013,Videocon,317647.0158455,14.5456593425,,Chhattisgarh
Madhya Pradesh,2013,Oct-2013,Vodafone,1128529.7939465,23.32249457725,39.03128625,Chhattisgarh
Gujarat,2013,Oct-2013,Aircel,201.477578349,0.29050438854,,Dadra and Nagar Haveli
Gujarat,2013,Oct-2013,BSNL,24461.629730346,0.34626230724,8387.415897069,Dadra and Nagar Haveli
Gujarat,2013,Oct-2013,Bharti,40342.211518683,0.53217835737,316.992215979,Dadra and Nagar Haveli
Gujarat,2013,Oct-2013,Idea,49397.79877362,0.54873676959,,Dadra and Nagar Haveli
Gujarat,2013,Oct-2013,Loop,0,,,Dadra and Nagar Haveli
Gujarat,2013,Oct-2013,MTNL,0,,,Dadra and Nagar Haveli
Gujarat,2013,Oct-2013,Quadrant (HFCL),0,,,Dadra and Nagar Haveli
Gujarat,2013,Oct-2013,Reliance,38057.235114018,0.54473796936,543.082128138,Dadra and Nagar Haveli
Gujarat,2013,Oct-2013,Sistema,980.950753323,0.25986569382,,Dadra and Nagar Haveli
Gujarat,2013,Oct-2013,Tata,15033.320501295,0.37160681574,409.336340727,Dadra and Nagar Haveli
Gujarat,2013,Oct-2013,Unitech,28482.631749792,0.37008614523,,Dadra and Nagar Haveli
Gujarat,2013,Oct-2013,Videocon,6003.117179649,0.26380817292,,Dadra and Nagar Haveli
Gujarat,2013,Oct-2013,Vodafone,94045.715623899,0.52327961883,3.71719458,Dadra and Nagar Haveli
Gujarat,2013,Oct-2013,Aircel,142.588101522,0.20559344412,,Daman and Diu
Gujarat,2013,Oct-2013,BSNL,17311.789093188,0.24505399272,5935.874945682,Daman and Diu
Gujarat,2013,Oct-2013,Bharti,28550.667517374,0.37662901386,224.339197662,Daman and Diu
Gujarat,2013,Oct-2013,Idea,34959.41535636,0.38834760102,,Daman and Diu
Gujarat,2013,Oct-2013,Loop,0,,,Daman and Diu
Gujarat,2013,Oct-2013,MTNL,0,,,Daman and Diu
Gujarat,2013,Oct-2013,Quadrant (HFCL),0,,,Daman and Diu
Gujarat,2013,Oct-2013,Reliance,26933.562278004,0.38551760208,384.345743364,Daman and Diu
Gujarat,2013,Oct-2013,Sistema,694.230627294,0.18391007196,,Daman and Diu
Gujarat,2013,Oct-2013,Tata,10639.26143751,0.26299060572,289.692243606,Daman and Diu
Gujarat,2013,Oct-2013,Unitech,20157.500506176,0.26191440894,,Daman and Diu
Gujarat,2013,Oct-2013,Videocon,4248.478112922,0.18670021176,,Daman and Diu
Gujarat,2013,Oct-2013,Vodafone,66557.282239422,0.37033126974,2.63070324,Daman and Diu
Delhi,2013,Oct-2013,Aircel,3158515,66.2,,Delhi
Delhi,2013,Oct-2013,BSNL,0,,,Delhi
Delhi,2013,Oct-2013,Bharti,9763888,82.94,1186987,Delhi
Delhi,2013,Oct-2013,Idea,5263586,98.5,,Delhi
Delhi,2013,Oct-2013,Loop,0,,,Delhi
Delhi,2013,Oct-2013,MTNL,2554535,46.37,1600634,Delhi
Delhi,2013,Oct-2013,Quadrant (HFCL),0,,,Delhi
Delhi,2013,Oct-2013,Reliance,7817210,96.08,183743,Delhi
Delhi,2013,Oct-2013,Sistema,891402,47.07,,Delhi
Delhi,2013,Oct-2013,Tata,2849936,66,93471,Delhi
Delhi,2013,Oct-2013,Unitech,0,,,Delhi
Delhi,2013,Oct-2013,Videocon,0,,,Delhi
Delhi,2013,Oct-2013,Vodafone,8907290,96.88,15000,Delhi
Gujarat,2013,Oct-2013,Aircel,35428.934284356,51.08390211576,,Gujarat
Gujarat,2013,Oct-2013,BSNL,4301468.57683322,60.88868363856,1474889.70766804,Gujarat
Gujarat,2013,Oct-2013,Bharti,7093998.11380105,93.58119253428,55741.668530076,Gujarat
Gujarat,2013,Oct-2013,Idea,8686382.77709928,96.49291553196,,Gujarat
Gujarat,2013,Oct-2013,Loop,0,,,Gujarat
Gujarat,2013,Oct-2013,MTNL,0,,,Gujarat
Gujarat,2013,Oct-2013,Quadrant (HFCL),0,,,Gujarat
Gujarat,2013,Oct-2013,Reliance,6692195.19585079,95.78974433184,95498.572032072,Gujarat
Gujarat,2013,Oct-2013,Sistema,172495.818445212,45.69622418808,,Gujarat
Gujarat,2013,Oct-2013,Tata,2643542.41539198,65.34540251256,71979.971342988,Gujarat
Gujarat,2013,Oct-2013,Unitech,5008543.86268685,65.07799938012,,Gujarat
Gujarat,2013,Oct-2013,Videocon,1055621.40364156,46.38949156848,,Gujarat
Gujarat,2013,Oct-2013,Vodafone,16537519.9854386,92.01638901852,653.65210152,Gujarat
Haryana,2013,Oct-2013,Aircel,11092,8,,Haryana
Haryana,2013,Oct-2013,BSNL,3131488,51.52,468335,Haryana
Haryana,2013,Oct-2013,Bharti,2327703,98.62,16139,Haryana
Haryana,2013,Oct-2013,Idea,3951599,96.06,,Haryana
Haryana,2013,Oct-2013,Loop,0,,,Haryana
Haryana,2013,Oct-2013,MTNL,0,,,Haryana
Haryana,2013,Oct-2013,Quadrant (HFCL),0,,,Haryana
Haryana,2013,Oct-2013,Reliance,2139625,96.58,5527,Haryana
Haryana,2013,Oct-2013,Sistema,0,,,Haryana
Haryana,2013,Oct-2013,Tata,2651913,66.08,26836,Haryana
Haryana,2013,Oct-2013,Videocon,1197934,54.17,,Haryana
Haryana,2013,Oct-2013,Vodafone,4717992,96.06,,Haryana
Punjab,2013,Oct-2013,Aircel,7399.450081315,0.30956323195,,Haryana
Punjab,2013,Oct-2013,BSNL,32698.889525455,0.39189000345,6796.963825035,Haryana
Punjab,2013,Oct-2013,Bharti,52055.21761945,0.6860078588,677.39633279,Haryana
Punjab,2013,Oct-2013,Idea,42679.983306575,0.69846615785,,Haryana
Punjab,2013,Oct-2013,Loop,0,,,Haryana
Punjab,2013,Oct-2013,MTNL,0,,,Haryana
Punjab,2013,Oct-2013,Quadrant (HFCL),13223.44260721,0.39684418085,1492.69365062,Haryana
Punjab,2013,Oct-2013,Reliance,21737.0361869,0.7046588796,176.813134295,Haryana
Punjab,2013,Oct-2013,Sistema,0,,,Haryana
Punjab,2013,Oct-2013,Tata,17821.684217685,0.4670040755,123.78157945,Haryana
Punjab,2013,Oct-2013,Videocon,0,,,Haryana
Punjab,2013,Oct-2013,Vodafone,32882.937215865,0.7113615902,2.6227998,Haryana
Himachal Pradesh,2013,Oct-2013,Aircel,760827,53.27,,Himachal Pradesh
Himachal Pradesh,2013,Oct-2013,BSNL,1532615,73.29,255182,Himachal Pradesh
Himachal Pradesh,2013,Oct-2013,Bharti,2097720,95.54,,Himachal Pradesh
Himachal Pradesh,2013,Oct-2013,Idea,513097,101.98,,Himachal Pradesh
Himachal Pradesh,2013,Oct-2013,Loop,0,,,Himachal Pradesh
Himachal Pradesh,2013,Oct-2013,MTNL,0,,,Himachal Pradesh
Himachal Pradesh,2013,Oct-2013,Quadrant (HFCL),0,,,Himachal Pradesh
Himachal Pradesh,2013,Oct-2013,Reliance,1491489,89.06,4733,Himachal Pradesh
Himachal Pradesh,2013,Oct-2013,Sistema,0,,,Himachal Pradesh
Himachal Pradesh,2013,Oct-2013,Tata,143882,62.15,2477,Himachal Pradesh
Himachal Pradesh,2013,Oct-2013,Videocon,0,,,Himachal Pradesh
Himachal Pradesh,2013,Oct-2013,Vodafone,530706,100.27,,Himachal Pradesh
Jammu and Kashmir,2013,Oct-2013,Aircel,1991331.23219028,82.4477274156,,Jammu and Kashmir
Jammu and Kashmir,2013,Oct-2013,BSNL,1211264.6137212,68.0494530348,185482.44402228,Jammu and Kashmir
Jammu and Kashmir,2013,Oct-2013,Bharti,2503461.81035964,93.950696622,,Jammu and Kashmir
Jammu and Kashmir,2013,Oct-2013,Idea,271185.4334718,82.6629190164,,Jammu and Kashmir
Jammu and Kashmir,2013,Oct-2013,Loop,0,,,Jammu and Kashmir
Jammu and Kashmir,2013,Oct-2013,MTNL,0,,,Jammu and Kashmir
Jammu and Kashmir,2013,Oct-2013,Quadrant (HFCL),0,,,Jammu and Kashmir
Jammu and Kashmir,2013,Oct-2013,Reliance,664862.81683716,54.3065348928,0,Jammu and Kashmir
Jammu and Kashmir,2013,Oct-2013,Sistema,0,,,Jammu and Kashmir
Jammu and Kashmir,2013,Oct-2013,Tata,0,,0,Jammu and Kashmir
Jammu and Kashmir,2013,Oct-2013,Videocon,0,,,Jammu and Kashmir
Jammu and Kashmir,2013,Oct-2013,Vodafone,687338.60139708,85.7147271732,,Jammu and Kashmir
Bihar,2013,Oct-2013,Aircel,1087775.26213602,16.40171281728,,Jharkhand
Bihar,2013,Oct-2013,BSNL,892298.416726136,12.59004716256,87591.306712,Jharkhand
Bihar,2013,Oct-2013,Bharti,4998145.49092484,23.06009594014,,Jharkhand
Bihar,2013,Oct-2013,Idea,1512083.19315372,23.58468123858,,Jharkhand
Bihar,2013,Oct-2013,Loop,0,,,Jharkhand
Bihar,2013,Oct-2013,MTNL,0,,,Jharkhand
Bihar,2013,Oct-2013,Quadrant (HFCL),0,,,Jharkhand
Bihar,2013,Oct-2013,Reliance,2130316.35214812,23.24057253364,1368.01257873,Jharkhand
Bihar,2013,Oct-2013,Sistema,0,,,Jharkhand
Bihar,2013,Oct-2013,Tata,769101.00320025,11.2376758886,2562.7676277,Jharkhand
Bihar,2013,Oct-2013,Unitech,1066592.12276828,18.41342524616,,Jharkhand
Bihar,2013,Oct-2013,Videocon,0,,,Jharkhand
Bihar,2013,Oct-2013,Vodafone,1637245.63582964,23.35126484432,64.97157366,Jharkhand
Karnataka,2013,Oct-2013,Aircel,2255143,55.31,,Karnataka
Karnataka,2013,Oct-2013,BSNL,7098302,55.07,1585179,Karnataka
Karnataka,2013,Oct-2013,Bharti,16682484,98.4,491754,Karnataka
Karnataka,2013,Oct-2013,Idea,6606648,96.5,,Karnataka
Karnataka,2013,Oct-2013,Loop,0,,,Karnataka
Karnataka,2013,Oct-2013,MTNL,0,,,Karnataka
Karnataka,2013,Oct-2013,Quadrant (HFCL),0,,,Karnataka
Karnataka,2013,Oct-2013,Reliance,6237140,94.33,116588,Karnataka
Karnataka,2013,Oct-2013,Sistema,1916535,58.62,,Karnataka
Karnataka,2013,Oct-2013,Tata,5909189,77.67,151013,Karnataka
Karnataka,2013,Oct-2013,Videocon,0,,,Karnataka
Karnataka,2013,Oct-2013,Vodafone,6968635,91.93,4380,Karnataka
Kerala,2013,Oct-2013,Aircel,4873.594067537,31.5391301524,,Kerala
Kerala,2013,Oct-2013,BSNL,8047348.78870832,65.31394548016,2837433.81334049,Kerala
Kerala,2013,Oct-2013,Bharti,3599439.15929725,96.37400023784,49521.424707963,Kerala
Kerala,2013,Oct-2013,Idea,8529544.16193643,97.7114190481,,Kerala
Kerala,2013,Oct-2013,Loop,0,,,Kerala
Kerala,2013,Oct-2013,MTNL,0,,,Kerala
Kerala,2013,Oct-2013,Quadrant (HFCL),0,,,Kerala
Kerala,2013,Oct-2013,Reliance,2215149.80818008,94.17823801204,52482.709491576,Kerala
Kerala,2013,Oct-2013,Sistema,437279.060751897,57.90823833678,,Kerala
Kerala,2013,Oct-2013,Tata,1666192.28447651,75.08508738497,11507.79021067,Kerala
Kerala,2013,Oct-2013,Videocon,0,,,Kerala
Kerala,2013,Oct-2013,Vodafone,6518403.62022918,91.88266841234,,Kerala
